"model.id","drug","time","volume","body.weight"
"X.3846.uned","untreated",29,1329.8,22.4
"X.3846.uned","untreated",34,1556.9,21.6
"X.3846.uned","untreated",37,1626.6,22
"X.3846.WN74","WNT974",0,250.4,22.4
"X.3846.WN74","WNT974",2,217.7,23.3
"X.3846.WN74","WNT974",6,252.6,23.6
"X.3846.WN74","WNT974",9,295.8,23.1
"X.3846.WN74","WNT974",12,375.3,22.8
"X.3846.WN74","WNT974",15,410.8,22.9
"X.3846.WN74","WNT974",20,408.8,23.1
"X.3846.WN74","WNT974",23,457.5,22.9
"X.3846.WN74","WNT974",27,424.7,22.8
"X.3846.WN74","WNT974",30,348.7,24
"X.3846.WN74","WNT974",33,532,23.5
"X.3846.WN74","WNT974",35,608.2,22.7
"X.3846.WN74","WNT974",41,702.6,23.6
"X.3846.WN74","WNT974",43,639.1,24.2
"X.3846.WN74","WNT974",48,617.5,22.6
"X.3846.WN74","WNT974",51,702.9,23
"X.3846.WN74","WNT974",54,850.4,21.7
"X.3846.WN74","WNT974",57,497,19
"X.3851.biib","binimetinib",0,200.16,26.3
"X.3851.biib","binimetinib",3,203.17,26.6
"X.3851.biib","binimetinib",6,202.73,26.1
"X.3851.biib","binimetinib",9,161.89,26.2
"X.3851.biib","binimetinib",13,238.02,26.6
"X.3851.biib","binimetinib",16,238.29,26.6
"X.3851.biib","binimetinib",20,355.15,26.9
"X.3851.biib","binimetinib",23,511.15,26.8
"X.3851.biib","binimetinib",28,513.81,26
"X.3851.BK20","BKM120",0,181.82,20.2
"X.3851.BK20","BKM120",3,209.51,19.7
"X.3851.BK20","BKM120",6,216.63,19.5
"X.3851.BK20","BKM120",10,231.07,20.6
"X.3851.BK20","BKM120",13,211.23,20.4
"X.3851.BK20","BKM120",17,256.62,20.7
"X.3851.BK20","BKM120",20,316.11,21.1
"X.3851.BK20","BKM120",25,410.83,20.7
"X.3851.BK20.enib","BKM120 + encorafenib",0,192.12,24.9
"X.3851.BK20.enib","BKM120 + encorafenib",3,189.26,25.9
"X.3851.BK20.enib","BKM120 + encorafenib",6,193.15,24.9
"X.3851.BK20.enib","BKM120 + encorafenib",11,176.42,26.3
"X.3851.BK20.enib","BKM120 + encorafenib",17,260.11,26.8
"X.3851.BK20.enib","BKM120 + encorafenib",24,605.96,26.6
"X.3851.BK20.enib","BKM120 + encorafenib",31,676.88,26
"X.3851.CG97","CGM097",0,211.29,20.9
"X.3851.CG97","CGM097",3,270.62,21.3
"X.3851.CG97","CGM097",6,349.1,22.8
"X.3851.CG97","CGM097",9,315.03,22.6
"X.3851.CG97","CGM097",12,322.92,22.5
"X.3851.CG97","CGM097",16,388.05,23.8
"X.3851.CG97","CGM097",19,523.8,23.1
"X.3851.CG97","CGM097",23,781.12,22.5
"X.3851.CG97","CGM097",26,870.31,23.1
"X.3851.CL57","CLR457",0,196,25.6
"X.3851.CL57","CLR457",3,184.05,25.5
"X.3851.CL57","CLR457",9,226.48,27
"X.3851.CL57","CLR457",16,171.09,27.6
"X.3851.CL57","CLR457",23,299.22,28.8
"X.3851.CL57","CLR457",27,340.61,30.2
"X.3851.CL57","CLR457",38,485,30
"X.3851.dane","dacarbazine",0,196.52,23.2
"X.3851.dane","dacarbazine",6,280.85,23.5
"X.3851.dane","dacarbazine",13,228.1,22.8
"X.3851.dane","dacarbazine",20,199.96,22.9
"X.3851.dane","dacarbazine",24,136.8,23.3
"X.3851.dane","dacarbazine",35,92.26,23.3
"X.3851.dane","dacarbazine",48,62.43,23
"X.3851.dane","dacarbazine",55,37.93,24.3
"X.3851.dane","dacarbazine",64,43.56,23.1
"X.3851.dane","dacarbazine",72,30.42,22.6
"X.3851.dane","dacarbazine",77,30.42,22.4
"X.3851.dane","dacarbazine",80,17.92,23.2
"X.3851.dane","dacarbazine",87,32,22.2
"X.3851.dane","dacarbazine",91,31.77,22.2
"X.3851.dane","dacarbazine",97,27.86,22.7
"X.3851.dane","dacarbazine",100,25.27,21.7
"X.3851.dane","dacarbazine",104,33.46,22.2
"X.3851.dane","dacarbazine",113,113.4,22
"X.3851.dane","dacarbazine",118,117.21,21.7
"X.3851.dane","dacarbazine",125,219.38,21.2
"X.3851.dane","dacarbazine",134,290.52,20.7
"X.3851.dane","dacarbazine",141,396.05,19.7
"X.3851.enib","encorafenib",0,197.39,21.8
"X.3851.enib","encorafenib",3,220.02,22.3
"X.3851.enib","encorafenib",6,292.65,22.9
"X.3851.enib","encorafenib",9,331.89,22.7
"X.3851.enib","encorafenib",12,435.79,22.1
"X.3851.enib","encorafenib",16,457.37,23.1
"X.3851.enib","encorafenib",19,486.33,22.2
"X.3851.enib","encorafenib",23,624.53,22.4
"X.3851.enib","encorafenib",26,624,22.4
"X.3851.enib.biib","encorafenib + binimetinib",0,224.57,22.5
"X.3851.enib.biib","encorafenib + binimetinib",5,229.99,22.4
"X.3851.enib.biib","encorafenib + binimetinib",11,493.06,22.6
"X.3851.enib.biib","encorafenib + binimetinib",18,561.06,22.3
"X.3851.enib.biib","encorafenib + binimetinib",25,796.03,22.9
"X.3851.LD25","LDE225",0,241.11,27.3
"X.3851.LD25","LDE225",3,281.22,25.1
"X.3851.LD25","LDE225",7,288.05,24.4
"X.3851.LD25","LDE225",10,356.37,24.2
"X.3851.LD25","LDE225",15,445.42,24.1
"X.3851.LD25","LDE225",21,617.98,24.6
"X.3851.LD25","LDE225",28,1169.3,24.8
"X.3851.LD78","LDK378",0,183.3,25.9
"X.3851.LD78","LDK378",3,207.94,25.1
"X.3851.LD78","LDK378",7,254.23,26.1
"X.3851.LD78","LDK378",10,268.09,25.8
"X.3851.LD78","LDK378",15,313.6,26.4
"X.3851.LD78","LDK378",21,300.35,27.4
"X.3851.LD78","LDK378",28,370.7,26.4
"X.3851.LE11","LEE011",0,215.53,20.8
"X.3851.LE11","LEE011",3,251.95,21.6
"X.3851.LE11","LEE011",6,331.07,22.7
"X.3851.LE11","LEE011",9,268.91,23.1
"X.3851.LE11","LEE011",12,260.09,22.8
"X.3851.LE11","LEE011",16,296.23,23.1
"X.3851.LE11","LEE011",19,279.92,23.4
"X.3851.LE11","LEE011",23,315.28,23.5
"X.3851.LE11","LEE011",26,430.25,23.4
"X.3851.LE11.biib","LEE011 + binimetinib",0,226.85,24
"X.3851.LE11.biib","LEE011 + binimetinib",4,303.41,25.1
"X.3851.LE11.biib","LEE011 + binimetinib",15,227.85,25.3
"X.3851.LE11.biib","LEE011 + binimetinib",28,284.59,25.6
"X.3851.LE11.biib","LEE011 + binimetinib",35,379.46,26.8
"X.3851.LE11.biib","LEE011 + binimetinib",44,333.04,26.9
"X.3851.LE11.biib","LEE011 + binimetinib",52,254.95,26.9
"X.3851.LE11.biib","LEE011 + binimetinib",57,272.28,26.7
"X.3851.LE11.biib","LEE011 + binimetinib",60,299.88,27.4
"X.3851.LE11.biib","LEE011 + binimetinib",67,232.73,27.6
"X.3851.LE11.biib","LEE011 + binimetinib",71,221.15,26.9
"X.3851.LE11.biib","LEE011 + binimetinib",77,262.12,27
"X.3851.LE11.biib","LEE011 + binimetinib",80,236.25,27.3
"X.3851.LE11.biib","LEE011 + binimetinib",84,194.08,27.2
"X.3851.LE11.biib","LEE011 + binimetinib",93,172.06,27
"X.3851.LE11.biib","LEE011 + binimetinib",98,207.83,27.3
"X.3851.LE11.biib","LEE011 + binimetinib",105,222.38,28
"X.3851.LE11.biib","LEE011 + binimetinib",114,216.56,27.5
"X.3851.LE11.biib","LEE011 + binimetinib",121,221.15,27.7
"X.3851.LE11.biib","LEE011 + binimetinib",128,252.49,26.7
"X.3851.LE11.biib","LEE011 + binimetinib",134,272,26.6
"X.3851.LE11.biib","LEE011 + binimetinib",139,321.51,26.7
"X.3851.LE11.biib","LEE011 + binimetinib",142,329.12,26
"X.3851.LE11.enib","LEE011 + encorafenib",0,215.48,23.3
"X.3851.LE11.enib","LEE011 + encorafenib",3,205.79,22.6
"X.3851.LE11.enib","LEE011 + encorafenib",8,196.52,25.1
"X.3851.LE11.enib","LEE011 + encorafenib",14,162,23.9
"X.3851.LE11.enib","LEE011 + encorafenib",21,169.31,24
"X.3851.LE11.enib","LEE011 + encorafenib",28,187.31,24.4
"X.3851.LE11.enib","LEE011 + encorafenib",32,184.51,25.4
"X.3851.LE11.enib","LEE011 + encorafenib",43,160,24.8
"X.3851.LE11.enib","LEE011 + encorafenib",56,156.6,25.4
"X.3851.LE11.enib","LEE011 + encorafenib",63,122.19,27.8
"X.3851.LE11.enib","LEE011 + encorafenib",72,93.75,26.5
"X.3851.LE11.enib","LEE011 + encorafenib",80,75.11,26.2
"X.3851.LE11.enib","LEE011 + encorafenib",85,84.04,26.2
"X.3851.LE11.enib","LEE011 + encorafenib",88,79.23,26.7
"X.3851.LE11.enib","LEE011 + encorafenib",95,89.73,27.4
"X.3851.LE11.enib","LEE011 + encorafenib",99,93.75,27.5
"X.3851.LE11.enib","LEE011 + encorafenib",105,73.73,26
"X.3851.LE11.enib","LEE011 + encorafenib",108,83.23,28.5
"X.3851.LE11.enib","LEE011 + encorafenib",112,146.98,28.5
"X.3851.LE11.enib","LEE011 + encorafenib",121,202.55,26.6
"X.3851.LE11.enib","LEE011 + encorafenib",126,252.05,27.1
"X.3851.LE11.enib","LEE011 + encorafenib",133,397.38,27.1
"X.3851.LE11.enib","LEE011 + encorafenib",142,443.76,28.2
"X.3851.LG13","LGW813",0,225.44,26.7
"X.3851.LG13","LGW813",2,237.15,25.5
"X.3851.LG13","LGW813",6,429.97,26.8
"X.3851.LG13","LGW813",9,632.95,26.2
"X.3851.LG13","LGW813",13,763.04,27.4
"X.3851.LG13","LGW813",16,823.43,27.2
"X.3851.LG13","LGW813",21,1301.8,28
"X.3851.LG13","LGW813",27,2082.8,29.3
"X.3851.TA66","TAS266",0,197.21,20.9
"X.3851.TA66","TAS266",3,201.95,21.6
"X.3851.TA66","TAS266",6,250.92,22.4
"X.3851.TA66","TAS266",9,352.68,22.1
"X.3851.TA66","TAS266",12,454.47,21.7
"X.3851.TA66","TAS266",16,453.35,22.6
"X.3851.TA66","TAS266",19,506.97,21.9
"X.3851.TA66","TAS266",23,553.39,22.3
"X.3851.TA66","TAS266",26,511.24,22.3
"X.3851.uned","untreated",0,220.64,21.2
"X.3851.uned","untreated",3,223.39,20.8
"X.3851.uned","untreated",6,227.65,22.3
"X.3851.uned","untreated",9,315.34,21.9
"X.3851.uned","untreated",12,368.03,21.2
"X.3851.uned","untreated",16,447.5,22.2
"X.3851.uned","untreated",19,574.41,22.1
"X.3851.uned","untreated",23,688.88,22.3
"X.3851.uned","untreated",26,927.14,22.6
"X.3851.WN74","WNT974",0,182.23,22.8
"X.3851.WN74","WNT974",3,150.33,21.7
"X.3851.WN74","WNT974",7,227.19,21.7
"X.3851.WN74","WNT974",10,273.98,21.7
"X.3851.WN74","WNT974",15,313.33,21.9
"X.3851.WN74","WNT974",21,400.99,22.1
"X.3851.WN74","WNT974",28,564.54,22
"X.3873.BG98","BGJ398",0,288.5,28.7
"X.3873.BG98","BGJ398",3,383.9,27.7
"X.3873.BG98","BGJ398",7,436.9,27.1
"X.3873.BG98","BGJ398",10,454.9,26.7
"X.3873.BG98","BGJ398",14,525.8,27.2
"X.3873.BG98","BGJ398",17,588.8,27.6
"X.3873.BG98","BGJ398",21,734.5,28.3
"X.3873.BG98","BGJ398",24,785.7,28.9
"X.3873.BG98","BGJ398",27,745.6,28.5
"X.3873.BG98","BGJ398",36,1199.3,28.6
"X.3873.BG98","BGJ398",38,1192.1,28.3
"X.3873.BG98","BGJ398",42,1461.2,29.1
"X.3873.biib","binimetinib",0,222.2,28.9
"X.3873.biib","binimetinib",3,254.8,26.3
"X.3873.biib","binimetinib",6,263.7,25.6
"X.3873.biib","binimetinib",15,251.7,25.1
"X.3873.biib","binimetinib",17,235.6,26.1
"X.3873.biib","binimetinib",21,217.5,25.9
"X.3873.biib","binimetinib",24,187.3,25.5
"X.3873.biib","binimetinib",28,194.8,24.3
"X.3873.biib","binimetinib",31,191,27.5
"X.3873.biib","binimetinib",35,196.2,27.5
"X.3873.biib","binimetinib",38,208.8,26.9
"X.3873.biib","binimetinib",42,216.2,26.8
"X.3873.biib","binimetinib",45,224.6,26.9
"X.3873.biib","binimetinib",49,270.2,24.9
"X.3873.biib","binimetinib",52,298.5,23.4
"X.3873.biib","binimetinib",56,312.5,27.6
"X.3873.biib","binimetinib",59,355.3,29.2
"X.3873.biib","binimetinib",63,578.1,28.7
"X.3873.biib","binimetinib",66,641.8,25.2
"X.3873.biib","binimetinib",70,684.3,22.1
"X.3873.BK20","BKM120",0,253.5,25.5
"X.3873.BK20","BKM120",4,202.4,26.2
"X.3873.BK20","BKM120",7,152.4,25.8
"X.3873.BK20","BKM120",11,137.6,26.1
"X.3873.BK20","BKM120",14,140.1,25.1
"X.3873.BY19","BYL719",0,434.2,29.2
"X.3873.BY19","BYL719",3,371.5,28.9
"X.3873.BY19","BYL719",7,420.6,26.7
"X.3873.BY19","BYL719",10,438.5,27.6
"X.3873.BY19","BYL719",14,473.5,25.9
"X.3873.BY19","BYL719",17,615.9,25.8
"X.3873.BY19","BYL719",21,723.5,25.6
"X.3873.BY19","BYL719",24,748.8,26.5
"X.3873.BY19","BYL719",27,790.4,26.5
"X.3873.BY19","BYL719",36,1047.6,27.4
"X.3873.BY19","BYL719",38,1080.5,26.8
"X.3873.BY19","BYL719",42,1165.4,26.4
"X.3873.BY19","BYL719",45,1271.7,27
"X.3873.BY19","BYL719",49,1320.4,25.6
"X.3873.BY19.LE11","BYL719 + LEE011",0,241,27.5
"X.3873.BY19.LE11","BYL719 + LEE011",8,150.2,24.8
"X.3873.BY19.LE11","BYL719 + LEE011",10,117.8,22.1
"X.3873.BY19.LJ16","BYL719 + LJM716",0,207.6,25.4
"X.3873.BY19.LJ16","BYL719 + LJM716",4,194,24.9
"X.3873.BY19.LJ16","BYL719 + LJM716",8,195.5,26.3
"X.3873.BY19.LJ16","BYL719 + LJM716",11,193.8,25.8
"X.3873.BY19.LJ16","BYL719 + LJM716",14,162.1,25
"X.3873.BY19.LJ16","BYL719 + LJM716",23,129.2,22.7
"X.3873.BY19.LJ16","BYL719 + LJM716",25,133.2,24.5
"X.3873.BY19.LJ16","BYL719 + LJM716",29,126.1,23.8
"X.3873.BY19.LJ16","BYL719 + LJM716",36,94.2,24
"X.3873.BY19.LJ16","BYL719 + LJM716",39,85.5,24.9
"X.3873.BY19.LJ16","BYL719 + LJM716",43,81.4,25.2
"X.3873.BY19.LJ16","BYL719 + LJM716",46,75.6,25.2
"X.3873.BY19.LJ16","BYL719 + LJM716",50,73.2,25
"X.3873.CG97","CGM097",0,209.6,30.5
"X.3873.CG97","CGM097",4,198,31.4
"X.3873.CG97","CGM097",7,219.5,34.1
"X.3873.CG97","CGM097",11,229.2,39.6
"X.3873.CG97","CGM097",14,271.1,38.5
"X.3873.CL57","CLR457",0,176.1,26.9
"X.3873.CL57","CLR457",4,174.4,27.5
"X.3873.CL57","CLR457",7,165.3,25.8
"X.3873.CL57","CLR457",11,152.9,25.8
"X.3873.CL57","CLR457",14,139.5,25.8
"X.3873.CL57","CLR457",17,120.9,23.7
"X.3873.CL57","CLR457",26,75.9,25
"X.3873.CL57","CLR457",28,49.9,23.9
"X.3873.CL57","CLR457",32,26.9,24.1
"X.3873.CL57","CLR457",35,26.2,25.6
"X.3873.CL57","CLR457",39,21.4,25.2
"X.3873.CL57","CLR457",42,17.8,25.6
"X.3873.CL57","CLR457",46,16.2,25.2
"X.3873.CL57","CLR457",49,14.1,26.4
"X.3873.CL57","CLR457",53,12.9,25.3
"X.3873.CL57","CLR457",56,11.1,25
"X.3873.CL57","CLR457",60,11.6,23.5
"X.3873.CL57","CLR457",63,11.2,22.8
"X.3873.CL57","CLR457",67,12.8,24.9
"X.3873.CL57","CLR457",70,13,26.1
"X.3873.CL57","CLR457",74,12.7,27.8
"X.3873.CL57","CLR457",77,13.8,28.2
"X.3873.CL57","CLR457",81,15.1,27.6
"X.3873.CL57","CLR457",84,15.3,27.2
"X.3873.CL57","CLR457",88,14.5,26.2
"X.3873.HD01","HDM201",0,356.6,28.4
"X.3873.HD01","HDM201",4,454.7,27.6
"X.3873.HD01","HDM201",7,505.1,25.6
"X.3873.HD01","HDM201",11,582.6,25.9
"X.3873.HD01","HDM201",14,600.3,23.8
"X.3873.HD01","HDM201",17,647.2,23.4
"X.3873.HD01","HDM201",26,849.6,24.4
"X.3873.HD01","HDM201",28,910.7,24.9
"X.3873.HD01","HDM201",32,1099.4,27
"X.3873.HD01","HDM201",35,1611.6,29
"X.3873.HD01","HDM201",39,1839.3,28.2
"X.3873.IN24","INC424",0,200.2,30.3
"X.3873.IN24","INC424",3,206.7,27.6
"X.3873.IN24","INC424",6,185.2,25.6
"X.3873.IN24","INC424",15,200.6,28.6
"X.3873.IN24","INC424",17,209.2,29.3
"X.3873.IN24","INC424",21,216.9,30.4
"X.3873.IN24","INC424",24,228.6,31.3
"X.3873.IN24","INC424",28,229.7,30.1
"X.3873.IN24","INC424",31,222.2,29.7
"X.3873.IN24","INC424",35,227.3,28.8
"X.3873.LE11","LEE011",0,218.6,29.5
"X.3873.LE11","LEE011",3,227,30.7
"X.3873.LE11","LEE011",6,230,29.4
"X.3873.LE11","LEE011",15,254.3,29.6
"X.3873.LE11","LEE011",17,258,26.4
"X.3873.LE11","LEE011",21,275.5,27.2
"X.3873.LE11","LEE011",24,268.6,30
"X.3873.LE11","LEE011",28,263.3,23.7
"X.3873.LE11.evus","LEE011 + everolimus",0,249.3,28.5
"X.3873.LE11.evus","LEE011 + everolimus",8,246.3,26.8
"X.3873.LE11.evus","LEE011 + everolimus",10,252.2,26.6
"X.3873.LE11.evus","LEE011 + everolimus",14,188.7,26.5
"X.3873.LE11.evus","LEE011 + everolimus",17,178.4,26.7
"X.3873.LE11.evus","LEE011 + everolimus",21,145.8,26.3
"X.3873.LE11.evus","LEE011 + everolimus",24,131.6,26.8
"X.3873.LE11.evus","LEE011 + everolimus",28,108.8,27
"X.3873.LE11.evus","LEE011 + everolimus",31,95.4,26.4
"X.3873.LE11.evus","LEE011 + everolimus",35,89.3,26.6
"X.3873.LE11.evus","LEE011 + everolimus",38,82,26.7
"X.3873.LE11.evus","LEE011 + everolimus",42,68.5,26.7
"X.3873.LE11.evus","LEE011 + everolimus",45,70.5,26.8
"X.3873.LE11.evus","LEE011 + everolimus",49,66.2,26.1
"X.3873.LE11.evus","LEE011 + everolimus",52,59.9,25.1
"X.3873.LE11.evus","LEE011 + everolimus",56,55.2,24.8
"X.3873.LE11.evus","LEE011 + everolimus",59,54,25.5
"X.3873.LE11.evus","LEE011 + everolimus",63,52.8,24
"X.3873.LE11.evus","LEE011 + everolimus",66,49.5,24.4
"X.3873.LE11.evus","LEE011 + everolimus",70,47.8,23.7
"X.3873.LE11.evus","LEE011 + everolimus",73,39.9,23.9
"X.3873.LE11.evus","LEE011 + everolimus",77,39.1,25.8
"X.3873.LE11.evus","LEE011 + everolimus",80,36.2,26
"X.3873.LE11.evus","LEE011 + everolimus",84,38.7,24.6
"X.3873.LE11.evus","LEE011 + everolimus",87,37.1,25.6
"X.3873.LE11.evus","LEE011 + everolimus",91,38,26.7
"X.3873.LF02","LFA102",0,342,30.5
"X.3873.LF02","LFA102",7,717.4,30.7
"X.3873.LF02","LFA102",14,1439.6,32.4
"X.3873.LF27.evus","LFW527 + everolimus",0,252.14,25.9
"X.3873.LF27.evus","LFW527 + everolimus",3,264.21,24.5
"X.3873.LF27.evus","LFW527 + everolimus",7,331.38,24.6
"X.3873.LF27.evus","LFW527 + everolimus",10,296.62,25.1
"X.3873.LF27.evus","LFW527 + everolimus",14,329.46,25.2
"X.3873.LF27.evus","LFW527 + everolimus",17,341.04,26.4
"X.3873.LF27.evus","LFW527 + everolimus",20,338.46,25.1
"X.3873.LF27.evus","LFW527 + everolimus",24,348.8,24.3
"X.3873.LF27.evus","LFW527 + everolimus",27,305.46,25.8
"X.3873.LF27.evus","LFW527 + everolimus",31,355.9,25.1
"X.3873.LF27.evus","LFW527 + everolimus",34,383.71,25.3
"X.3873.LF27.evus","LFW527 + everolimus",38,352.41,24.8
"X.3873.LF27.evus","LFW527 + everolimus",41,301.38,25.8
"X.3873.LF27.evus","LFW527 + everolimus",45,286.93,25.4
"X.3873.LF27.evus","LFW527 + everolimus",48,323.65,25.2
"X.3873.LF27.evus","LFW527 + everolimus",55,294.7,25.6
"X.3873.LF27.evus","LFW527 + everolimus",59,347.26,24.4
"X.3873.LF27.evus","LFW527 + everolimus",63,237.75,22.3
"X.3873.LF27.evus","LFW527 + everolimus",66,198.14,25.5
"X.3873.LF27.evus","LFW527 + everolimus",69,196.67,25.2
"X.3873.LF27.evus","LFW527 + everolimus",73,229.14,26.2
"X.3873.LF27.evus","LFW527 + everolimus",76,237.48,24.3
"X.3873.LF27.evus","LFW527 + everolimus",80,188.3,22.5
"X.3873.LF27.evus","LFW527 + everolimus",83,249.48,21.9
"X.3873.LF27.evus","LFW527 + everolimus",87,222.43,25
"X.3873.LF27.evus","LFW527 + everolimus",91,352.83,21.4
"X.3873.LF27.evus","LFW527 + everolimus",94,390.66,21.9
"X.3873.LF27.evus","LFW527 + everolimus",98,504.35,21.4
"X.3873.LJ16","LJM716",0,251.2,28
"X.3873.LJ16","LJM716",3,252.6,26.8
"X.3873.LJ16","LJM716",7,237.5,26.8
"X.3873.LJ16","LJM716",10,227.9,27.3
"X.3873.LJ16","LJM716",14,239.8,27
"X.3873.LJ16","LJM716",17,245.3,27.7
"X.3873.LJ16","LJM716",21,259.2,26.7
"X.3873.LJ16","LJM716",24,273.8,27.8
"X.3873.LJ16","LJM716",28,395.2,27.8
"X.3873.LJ16","LJM716",31,455.5,27.4
"X.3873.LJ16","LJM716",35,518.4,28.3
"X.3873.LJ16","LJM716",38,674.4,27.6
"X.3873.LJ16","LJM716",42,734.8,27.5
"X.3873.LJ16","LJM716",49,895,27.4
"X.3873.LJ16","LJM716",52,975,28
"X.3873.LJ16","LJM716",56,1054.3,28.8
"X.3873.LJ16","LJM716",63,1112.3,28.1
"X.3873.LJ16","LJM716",66,1172.6,28.9
"X.3873.LJ16","LJM716",70,1185.7,28.9
"X.3873.LJ16.trab","LJM716 + trastuzumab",0,212.6,29.8
"X.3873.LJ16.trab","LJM716 + trastuzumab",3,204.5,27.7
"X.3873.LJ16.trab","LJM716 + trastuzumab",7,192.1,28.9
"X.3873.LJ16.trab","LJM716 + trastuzumab",10,209.4,28.8
"X.3873.LJ16.trab","LJM716 + trastuzumab",13,214.7,29.4
"X.3873.LJ16.trab","LJM716 + trastuzumab",22,198.4,29.3
"X.3873.LJ16.trab","LJM716 + trastuzumab",24,198.3,29.2
"X.3873.LJ16.trab","LJM716 + trastuzumab",28,250.9,27.1
"X.3873.LJ16.trab","LJM716 + trastuzumab",31,249.1,24.6
"X.3873.LK36","LKA136",0,201.9,29.8
"X.3873.LK36","LKA136",2,203,31.1
"X.3873.LK36","LKA136",6,223.6,30.9
"X.3873.LK36","LKA136",9,256.5,32
"X.3873.LK36","LKA136",13,312.7,31.2
"X.3873.LK36","LKA136",16,371.9,31.2
"X.3873.LK36","LKA136",20,478.3,32
"X.3873.LK36","LKA136",23,649.3,33.1
"X.3873.LK36","LKA136",27,924,33.6
"X.3873.LK36","LKA136",30,1046.1,34
"X.3873.LK36","LKA136",34,1378,33.8
"X.3873.LL71","LLM871",0,365.4,29.8
"X.3873.LL71","LLM871",3,348.3,27.9
"X.3873.LL71","LLM871",7,342.1,27.2
"X.3873.LL71","LLM871",17,462.9,26.1
"X.3873.LL71","LLM871",21,514.5,27.1
"X.3873.LL71","LLM871",24,540.1,27.2
"X.3873.LL71","LLM871",27,618.5,27.3
"X.3873.LL71","LLM871",36,696.6,27.3
"X.3873.LL71","LLM871",38,806,28.1
"X.3873.LL71","LLM871",42,847.1,27.6
"X.3873.LL71","LLM871",45,958,28.9
"X.3873.LL71","LLM871",49,955.7,28.9
"X.3873.LL71","LLM871",52,1133,27.2
"X.3873.LL71","LLM871",56,1217.7,27.2
"X.3873.LL71","LLM871",59,1245.4,27.7
"X.3873.LL71","LLM871",63,1272.9,27.9
"X.3873.LL71","LLM871",66,1355.9,28.3
"X.3873.LL71","LLM871",70,1434.8,30.1
"X.3873.pael","paclitaxel",0,401.7,26.3
"X.3873.pael","paclitaxel",3,408.9,26.1
"X.3873.pael","paclitaxel",7,423.1,25.5
"X.3873.pael","paclitaxel",10,429.8,25.2
"X.3873.pael","paclitaxel",14,392.7,25.3
"X.3873.pael","paclitaxel",17,343,24
"X.3873.pael","paclitaxel",24,308.3,25.4
"X.3873.pael","paclitaxel",27,222.1,25.5
"X.3873.pael","paclitaxel",36,171.1,25.6
"X.3873.pael","paclitaxel",38,169.6,26.9
"X.3873.pael","paclitaxel",42,167.6,27.3
"X.3873.pael","paclitaxel",45,158,27.9
"X.3873.pael","paclitaxel",49,151.2,28.8
"X.3873.pael","paclitaxel",52,155.8,28.8
"X.3873.pael","paclitaxel",56,172.2,27.9
"X.3873.pael","paclitaxel",59,186,29.1
"X.3873.pael","paclitaxel",63,250.6,29.7
"X.3873.pael","paclitaxel",66,272.4,30.6
"X.3873.pael","paclitaxel",70,272.9,31.1
"X.3873.taen","tamoxifen",0,258.5,27.8
"X.3873.taen","tamoxifen",8,348.2,27.3
"X.3873.taen","tamoxifen",10,365.2,27.6
"X.3873.taen","tamoxifen",14,427,28.5
"X.3873.taen","tamoxifen",17,455.9,28.9
"X.3873.taen","tamoxifen",21,524.2,29.1
"X.3873.taen","tamoxifen",24,646.1,29.7
"X.3873.taen","tamoxifen",28,743.5,29.8
"X.3873.taen","tamoxifen",31,771,30.5
"X.3873.taen","tamoxifen",35,821.2,30.2
"X.3873.taen","tamoxifen",38,916.9,30
"X.3873.taen","tamoxifen",42,956.1,29.5
"X.3873.taen","tamoxifen",45,1044.2,30.1
"X.3873.taen","tamoxifen",49,1449.9,29.4
"X.3873.trab","trastuzumab",0,203,31.6
"X.3873.trab","trastuzumab",3,215.4,31.7
"X.3873.trab","trastuzumab",10,463.1,32.7
"X.3873.trab","trastuzumab",13,671.1,32.6
"X.3873.trab","trastuzumab",22,1326.3,34.2
"X.3873.uned","untreated",0,208.6,28.6
"X.3873.uned","untreated",3,213.1,28.9
"X.3873.uned","untreated",7,226.9,28
"X.3873.uned","untreated",10,229,28.5
"X.3873.uned","untreated",14,232.9,27.1
"X.3873.uned","untreated",17,241.7,25.6
"X.3873.uned","untreated",21,245.7,24.3
"X.3873.uned","untreated",24,251.4,22.8
"X.3873.uned","untreated",28,249.4,23.6
"X.3873.uned","untreated",31,246.5,24.4
"X.3873.uned","untreated",35,254.8,26.2
"X.3873.uned","untreated",38,263.9,27.5
"X.3873.uned","untreated",42,271.2,26.7
"X.3873.uned","untreated",45,278.7,26.9
"X.3873.uned","untreated",49,283.7,26.9
"X.3873.uned","untreated",52,286.6,26.3
"X.3873.uned","untreated",56,280.9,27.8
"X.3873.uned","untreated",59,281,28.5
"X.3873.uned","untreated",63,289.7,27.3
"X.3873.uned","untreated",66,288.9,26.5
"X.3873.uned","untreated",70,299.9,26.5
"X.3873.uned","untreated",77,301.1,27.8
"X.3873.uned","untreated",84,315.2,28.2
"X.3873.uned","untreated",87,314.6,28.5
"X.3873.uned","untreated",91,317.5,29.7
"X.3873.uned","untreated",94,321.5,30.1
"X.3873.uned","untreated",98,313.2,27.3
"X.3873.uned","untreated",101,317.6,27.9
"X.3873.uned","untreated",105,319.4,29.5
"X.3873.uned","untreated",108,315.7,28.8
"X.3873.uned","untreated",111,281.5,27.8
"X.3873.uned","untreated",115,264.9,28.5
"X.3873.uned","untreated",118,282.6,28.8
